human,model,pseudo_lb,greedy,linear_program
0.7091666666666666,0.434375,0.8620833333333333,0.8666666666666667,0.628125
0.7091666666666666,0.434375,0.8789583333333333,0.8685416666666667,0.6275
0.7091666666666666,0.434375,0.8708333333333333,0.8510416666666667,0.6333333333333333
0.7091666666666666,0.434375,0.8777083333333333,0.8854166666666666,0.623125
0.7091666666666666,0.434375,0.8722916666666667,0.8558333333333333,0.6204166666666666
0.7091666666666666,0.434375,0.8808333333333334,0.8652083333333334,0.6204166666666666
0.7091666666666666,0.434375,0.865,0.87625,0.6158333333333333
0.7091666666666666,0.434375,0.8760416666666667,0.87875,0.626875
0.7091666666666666,0.434375,0.8702083333333334,0.8679166666666667,0.6208333333333333
0.7091666666666666,0.434375,0.8679166666666667,0.8802083333333334,0.6233333333333333
