human,model,pseudo_lb,greedy,linear_program
0.7091666666666666,0.434375,0.8564583333333333,0.87375,0.6116666666666667
0.7091666666666666,0.434375,0.843125,0.8520833333333333,0.6077083333333333
0.7091666666666666,0.434375,0.875625,0.8477083333333333,0.6204166666666666
0.7091666666666666,0.434375,0.8691666666666666,0.878125,0.625
0.7091666666666666,0.434375,0.8679166666666667,0.8795833333333334,0.624375
0.7091666666666666,0.434375,0.8777083333333333,0.8383333333333334,0.6
0.7091666666666666,0.434375,0.861875,0.8660416666666667,0.6279166666666667
0.7091666666666666,0.434375,0.8491666666666666,0.808125,0.5864583333333333
0.7091666666666666,0.434375,0.868125,0.8222916666666666,0.596875
0.7091666666666666,0.434375,0.8652083333333334,0.856875,0.611875
