human,model,pseudo_lb,greedy,linear_program
0.91875,0.434375,0.97375,0.9129166666666667,0.811875
0.91875,0.434375,0.9727083333333333,0.9204166666666667,0.8014583333333334
0.91875,0.434375,0.9714583333333333,0.92,0.8077083333333334
0.91875,0.434375,0.9725,0.9220833333333334,0.8110416666666667
0.91875,0.434375,0.9775,0.9195833333333333,0.8095833333333333
0.91875,0.434375,0.9722916666666667,0.9045833333333333,0.815625
0.91875,0.434375,0.9660416666666667,0.9079166666666667,0.7954166666666667
0.91875,0.434375,0.9754166666666667,0.9133333333333333,0.8210416666666667
0.91875,0.434375,0.9679166666666666,0.9241666666666667,0.785
0.91875,0.434375,0.9685416666666666,0.9122916666666666,0.8075
