human,model,pseudo_lb,pomc,eamc,linear_program,check_all
0.7091666666666666,0.434375,0.900625,0.8241666666666667,0.9095833333333333,0.91,0.9291666666666667
0.7091666666666666,0.434375,0.9002083333333334,0.818125,0.910625,0.90875,0.9289583333333333
0.7091666666666666,0.434375,0.900625,0.8195833333333333,0.9114583333333334,0.908125,0.9291666666666667
0.7091666666666666,0.434375,0.900625,0.81875,0.9104166666666667,0.9091666666666667,0.9291666666666667
0.7091666666666666,0.434375,0.900625,0.8120833333333334,0.911875,0.9089583333333333,0.9289583333333333
0.7091666666666666,0.434375,0.9008333333333334,0.8108333333333333,0.9122916666666666,0.910625,0.92875
0.7091666666666666,0.434375,0.900625,0.8214583333333333,0.9079166666666667,0.9133333333333333,0.9291666666666667
0.7091666666666666,0.434375,0.900625,0.825,0.9060416666666666,0.9097916666666667,0.9291666666666667
0.7091666666666666,0.434375,0.9008333333333334,0.8085416666666667,0.9095833333333333,0.910625,0.9291666666666667
0.7091666666666666,0.434375,0.9008333333333334,0.8139583333333333,0.9129166666666667,0.9116666666666666,0.9289583333333333
