human,model,pseudo_lb,greedy,linear_program
0.9010416666666666,0.434375,0.921875,0.9060416666666666,0.6735416666666667
0.9010416666666666,0.434375,0.9227083333333334,0.9072916666666667,0.67125
0.9010416666666666,0.434375,0.921875,0.9122916666666666,0.6810416666666667
0.9010416666666666,0.434375,0.9235416666666667,0.9114583333333334,0.6775
0.9010416666666666,0.434375,0.923125,0.9060416666666666,0.67125
0.9010416666666666,0.434375,0.9233333333333333,0.9141666666666667,0.6714583333333334
0.9010416666666666,0.434375,0.924375,0.9172916666666666,0.6814583333333334
0.9010416666666666,0.434375,0.920625,0.906875,0.6845833333333333
0.9010416666666666,0.434375,0.9222916666666666,0.9085416666666667,0.6747916666666667
0.9010416666666666,0.434375,0.9233333333333333,0.910625,0.6739583333333333
