human,model,pseudo_lb,greedy,linear_program
0.9010416666666666,0.434375,0.9204166666666667,0.8922916666666667,0.6252083333333334
0.9010416666666666,0.434375,0.9197916666666667,0.8929166666666667,0.6641666666666667
0.9010416666666666,0.434375,0.9197916666666667,0.8966666666666666,0.6202083333333334
0.9010416666666666,0.434375,0.9214583333333334,0.906875,0.6314583333333333
0.9010416666666666,0.434375,0.9241666666666667,0.9,0.6545833333333333
0.9010416666666666,0.434375,0.91875,0.8877083333333333,0.6620833333333334
0.9010416666666666,0.434375,0.91875,0.9077083333333333,0.6685416666666667
0.9010416666666666,0.434375,0.921875,0.9052083333333333,0.6683333333333333
0.9010416666666666,0.434375,0.921875,0.914375,0.6289583333333333
0.9010416666666666,0.434375,0.91625,0.9033333333333333,0.6245833333333334
