human,model,pseudo_lb,pomc,eamc,linear_program,check_all
0.9010416666666666,0.434375,0.9241666666666667,0.87125,0.9422916666666666,0.9285416666666667,0.9554166666666667
0.9010416666666666,0.434375,0.9241666666666667,0.8675,0.9445833333333333,0.9285416666666667,0.9554166666666667
0.9010416666666666,0.434375,0.9241666666666667,0.8647916666666666,0.9452083333333333,0.9285416666666667,0.9554166666666667
0.9010416666666666,0.434375,0.9241666666666667,0.87,0.948125,0.9285416666666667,0.9554166666666667
0.9010416666666666,0.434375,0.9241666666666667,0.8660416666666667,0.9464583333333333,0.9285416666666667,0.9554166666666667
0.9010416666666666,0.434375,0.9241666666666667,0.873125,0.9439583333333333,0.9285416666666667,0.9554166666666667
0.9010416666666666,0.434375,0.9241666666666667,0.86875,0.9475,0.9285416666666667,0.9554166666666667
0.9010416666666666,0.434375,0.9241666666666667,0.8689583333333334,0.9495833333333333,0.9285416666666667,0.9554166666666667
0.9010416666666666,0.434375,0.9241666666666667,0.86875,0.9454166666666667,0.9285416666666667,0.9554166666666667
0.9010416666666666,0.434375,0.9241666666666667,0.8685416666666667,0.945625,0.9285416666666667,0.9554166666666667
