human,model,pseudo_lb,greedy,linear_program
0.7091666666666666,0.434375,0.8916666666666667,0.9191666666666667,0.6370833333333333
0.7091666666666666,0.434375,0.900625,0.9204166666666667,0.6341666666666667
0.7091666666666666,0.434375,0.9008333333333334,0.9254166666666667,0.6360416666666666
0.7091666666666666,0.434375,0.8929166666666667,0.921875,0.63375
0.7091666666666666,0.434375,0.8960416666666666,0.9214583333333334,0.6416666666666667
0.7091666666666666,0.434375,0.893125,0.91625,0.6410416666666666
0.7091666666666666,0.434375,0.8979166666666667,0.9185416666666667,0.6352083333333334
0.7091666666666666,0.434375,0.894375,0.915625,0.6364583333333333
0.7091666666666666,0.434375,0.8983333333333333,0.9208333333333333,0.6447916666666667
0.7091666666666666,0.434375,0.9004166666666666,0.918125,0.6385416666666667
