human,model,pseudo_lb,pomc,eamc,linear_program,check_all
0.91875,0.434375,0.9497916666666667,0.8610416666666667,0.961875,0.9320833333333334,0.9925
0.91875,0.434375,0.9497916666666667,0.8608333333333333,0.9602083333333333,0.93375,0.9925
0.91875,0.434375,0.9497916666666667,0.8589583333333334,0.9625,0.9333333333333333,0.9925
0.91875,0.434375,0.9497916666666667,0.860625,0.9597916666666667,0.9335416666666667,0.9925
0.91875,0.434375,0.9495833333333333,0.860625,0.9589583333333334,0.9347916666666667,0.9925
0.91875,0.434375,0.9495833333333333,0.861875,0.9604166666666667,0.9310416666666667,0.9925
0.91875,0.434375,0.9497916666666667,0.85625,0.9629166666666666,0.9329166666666666,0.9925
0.91875,0.434375,0.9497916666666667,0.86125,0.9616666666666667,0.9358333333333333,0.9925
0.91875,0.434375,0.9497916666666667,0.8622916666666667,0.9583333333333334,0.9341666666666667,0.9925
0.91875,0.434375,0.9497916666666667,0.8620833333333333,0.96125,0.9352083333333333,0.9925
