0,1,2,3,4,5,6,7,8,9,true_labels,filenames
0.0003620327915996313,0.00037545565282925963,0.001079665613360703,0.9257726073265076,0.0029099599923938513,0.017010647803544998,0.011852425523102283,0.001427469658665359,0.037849877029657364,0.0013598160585388541,3,domestic_cat_s_000907.png
0.007101729046553373,2.813867286022287e-05,1.6554095054743811e-06,8.945026479523221e-07,1.871501353889471e-07,8.882372526386462e-08,4.4300776380623574e-07,1.0593518062762541e-08,0.9928296208381653,3.723075133166276e-05,8,hydrofoil_s_000078.png
0.15830133855342865,0.13358736038208008,0.016802193596959114,0.010262995027005672,0.008949904702603817,0.005447050090879202,0.011760160326957703,0.0027062208391726017,0.46797269582748413,0.18421004712581635,8,sea_boat_s_001456.png
0.9527803659439087,0.00011981993156950921,0.0005036656511947513,1.0694262527977116e-05,7.12238579581026e-06,1.6488348819621024e-06,3.6814104532822967e-05,1.7122809367720038e-05,0.04521815851330757,0.0013046512613072991,0,jetliner_s_001705.png
1.4030708371137735e-05,4.0600281181468745e-07,0.022496875375509262,0.0054900161921978,0.02955503575503826,7.572147751488956e-06,0.9424225687980652,2.833060989360092e-06,9.467639756621793e-06,1.198664790535986e-06,6,green_frog_s_001658.png
5.5064901971491054e-05,0.00010826209472725168,0.0011256784200668335,0.016032535582780838,0.0024121927563101053,0.04804999381303787,0.9315685629844666,0.00023400339705403894,0.0002952814975287765,0.00011836850899271667,6,crapaud_s_002124.png
0.16467100381851196,0.11784601211547852,0.09996546804904938,0.17621521651744843,0.011792046017944813,0.08449218422174454,0.036225635558366776,0.0811445489525795,0.02932058833539486,0.19832727313041687,1,shooting_brake_s_000973.png
0.0009515153360553086,0.00024119090812746435,0.01315185334533453,0.018822720274329185,0.002318160142749548,0.0007280480349436402,0.9610505700111389,0.00032086719875223935,0.0011145011521875858,0.001300499658100307,6,green_frog_s_000634.png
0.00017775250307749957,4.891271601081826e-05,0.006271318066865206,0.9500796794891357,0.007848461158573627,0.01147409062832594,0.0017638822318986058,0.020592140033841133,0.00135601288639009,0.0003877080453094095,3,tabby_cat_s_001397.png
0.1981220692396164,0.3674878776073456,0.01767059974372387,0.004600569140166044,0.0020299272146075964,0.0042221262119710445,0.049595385789871216,0.0013582393294200301,0.1324227899312973,0.22249042987823486,1,wagon_s_002806.png
0.04679865017533302,0.0012136510340496898,0.13580957055091858,0.05104338377714157,0.02819996513426304,0.12923245131969452,0.017270149663090706,0.566265881061554,0.018683699890971184,0.005482619162648916,0,plane_s_000026.png
1.4930525367162772e-06,0.00013637325901072472,2.111137064275681e-06,4.65725520371052e-08,1.7599661727984994e-09,1.7243297634195187e-07,8.556692137062782e-07,9.011921520141186e-08,3.894362453138456e-05,0.9998199343681335,9,dustcart_s_000045.png
