human,model,pseudo_lb,pomc,eamc,linear_program,check_all
0.943125,0.434375,0.9927083333333333,0.8066666666666666,0.84,0.44479166666666664,0.9991666666666666
0.943125,0.434375,0.989375,0.8127083333333334,0.84625,0.38208333333333333,0.9989583333333333
0.943125,0.434375,0.9908333333333333,0.7985416666666667,0.8414583333333333,0.3308333333333333,0.9991666666666666
0.943125,0.434375,0.9904166666666666,0.8072916666666666,0.8416666666666667,0.326875,0.9995833333333334
0.943125,0.434375,0.990625,0.8075,0.8420833333333333,0.346875,0.9991666666666666
0.943125,0.434375,0.99,0.7970833333333334,0.8333333333333334,0.33520833333333333,0.9989583333333333
0.943125,0.434375,0.9908333333333333,0.8095833333333333,0.848125,0.3908333333333333,0.9989583333333333
0.943125,0.434375,0.9916666666666667,0.8022916666666666,0.8347916666666667,0.351875,0.999375
0.943125,0.434375,0.9935416666666667,0.8108333333333333,0.8445833333333334,0.41354166666666664,0.9989583333333333
0.943125,0.434375,0.9941666666666666,0.8116666666666666,0.8391666666666666,0.36666666666666664,0.999375
