human,model,pseudo_lb,pomc,eamc,linear_program,check_all
0.943125,0.434375,0.988125,0.8647916666666666,0.9404166666666667,0.7910416666666666,0.999375
0.943125,0.434375,0.988125,0.86875,0.936875,0.7933333333333333,0.999375
0.943125,0.434375,0.988125,0.8741666666666666,0.9416666666666667,0.79375,0.999375
0.943125,0.434375,0.988125,0.865,0.9370833333333334,0.79625,0.999375
0.943125,0.434375,0.988125,0.8645833333333334,0.9408333333333333,0.7941666666666667,0.999375
0.943125,0.434375,0.988125,0.8752083333333334,0.9358333333333333,0.7929166666666667,0.999375
0.943125,0.434375,0.988125,0.8670833333333333,0.9366666666666666,0.7910416666666666,0.999375
0.943125,0.434375,0.988125,0.86625,0.9389583333333333,0.7927083333333333,0.999375
0.943125,0.434375,0.988125,0.8641666666666666,0.9372916666666666,0.7897916666666667,0.999375
0.943125,0.434375,0.988125,0.8675,0.9372916666666666,0.7927083333333333,0.999375
