human,model,linear_program,pseudo_lb,greedy
0.91875,0.434375,0.9608333333333333,0.97375,0.4379166666666667
0.91875,0.434375,0.9570833333333333,0.9647916666666667,0.9289583333333333
0.91875,0.434375,0.9514583333333333,0.9775,0.9077083333333333
0.91875,0.434375,0.9335416666666667,0.9666666666666667,0.444375
0.91875,0.434375,0.9095833333333333,0.9725,0.9260416666666667
0.91875,0.434375,0.95625,0.9691666666666666,0.9208333333333333
0.91875,0.434375,0.9414583333333333,0.9716666666666667,0.9164583333333334
0.91875,0.434375,0.956875,0.9766666666666667,0.9060416666666666
0.91875,0.434375,0.9058333333333334,0.9702083333333333,0.9179166666666667
0.91875,0.434375,0.9333333333333333,0.9785416666666666,0.9160416666666666
