human,model,pseudo_lb,pomc,eamc,linear_program,check_all
0.91875,0.434375,0.955625,0.8516666666666667,0.955625,0.8872916666666667,0.99375
0.91875,0.434375,0.9527083333333334,0.8477083333333333,0.9514583333333333,0.894375,0.99375
0.91875,0.434375,0.9522916666666666,0.8558333333333333,0.9447916666666667,0.8866666666666667,0.9925
0.91875,0.434375,0.9516666666666667,0.8485416666666666,0.9504166666666667,0.8677083333333333,0.9910416666666667
0.91875,0.434375,0.9529166666666666,0.850625,0.9533333333333334,0.8716666666666667,0.9929166666666667
0.91875,0.434375,0.9502083333333333,0.853125,0.95375,0.8964583333333334,0.99125
0.91875,0.434375,0.9522916666666666,0.8541666666666666,0.95,0.911875,0.991875
0.91875,0.434375,0.9520833333333333,0.849375,0.9514583333333333,0.8925,0.9916666666666667
0.91875,0.434375,0.9527083333333334,0.8525,0.9529166666666666,0.9133333333333333,0.9939583333333334
0.91875,0.434375,0.9514583333333333,0.8433333333333334,0.949375,0.8927083333333333,0.9927083333333333
