human,model,pseudo_lb,pomc,eamc,linear_program,check_all
0.9010416666666666,0.434375,0.9241666666666667,0.865,0.945,0.9285416666666667,0.9554166666666667
0.9010416666666666,0.434375,0.9241666666666667,0.8702083333333334,0.9425,0.9285416666666667,0.9554166666666667
0.9010416666666666,0.434375,0.9241666666666667,0.8722916666666667,0.9429166666666666,0.9285416666666667,0.9554166666666667
0.9010416666666666,0.434375,0.9241666666666667,0.875,0.9441666666666667,0.9285416666666667,0.9554166666666667
0.9010416666666666,0.434375,0.9241666666666667,0.8602083333333334,0.9485416666666666,0.9285416666666667,0.9554166666666667
0.9010416666666666,0.434375,0.9241666666666667,0.865625,0.9454166666666667,0.9295833333333333,0.9558333333333333
0.9010416666666666,0.434375,0.9241666666666667,0.875,0.9427083333333334,0.92875,0.9554166666666667
0.9010416666666666,0.434375,0.9241666666666667,0.87,0.9435416666666666,0.928125,0.9554166666666667
0.9010416666666666,0.434375,0.9241666666666667,0.874375,0.9454166666666667,0.92875,0.9552083333333333
0.9010416666666666,0.434375,0.9241666666666667,0.8666666666666667,0.9472916666666666,0.9285416666666667,0.9554166666666667
