human,model,pseudo_lb,pomc,eamc,linear_program,check_all
0.91875,0.434375,0.9497916666666667,0.8616666666666667,0.9602083333333333,0.9341666666666667,0.9925
0.91875,0.434375,0.9495833333333333,0.859375,0.96,0.9345833333333333,0.9925
0.91875,0.434375,0.9497916666666667,0.8570833333333333,0.9625,0.9345833333333333,0.9925
0.91875,0.434375,0.9497916666666667,0.8597916666666666,0.9614583333333333,0.9345833333333333,0.9925
0.91875,0.434375,0.9497916666666667,0.86875,0.960625,0.935,0.9925
0.91875,0.434375,0.9497916666666667,0.8516666666666667,0.9579166666666666,0.9327083333333334,0.9925
0.91875,0.434375,0.9497916666666667,0.8535416666666666,0.9616666666666667,0.9325,0.9925
0.91875,0.434375,0.9497916666666667,0.8647916666666666,0.9602083333333333,0.93125,0.9925
0.91875,0.434375,0.9497916666666667,0.86,0.9575,0.933125,0.9925
0.91875,0.434375,0.9497916666666667,0.8539583333333334,0.965,0.934375,0.9925
