human,model,linear_program,pseudo_lb,greedy
0.9010416666666666,0.434375,0.8920833333333333,0.9204166666666667,0.8922916666666667
0.9010416666666666,0.434375,0.88875,0.9235416666666667,0.9029166666666667
0.9010416666666666,0.434375,0.885625,0.9154166666666667,0.891875
0.9010416666666666,0.434375,0.896875,0.92,0.904375
0.9010416666666666,0.434375,0.8910416666666666,0.921875,0.88875
0.9010416666666666,0.434375,0.8822916666666667,0.9135416666666667,0.8858333333333334
0.9010416666666666,0.434375,0.8960416666666666,0.9229166666666667,0.438125
0.9010416666666666,0.434375,0.9002083333333334,0.921875,0.8989583333333333
0.9010416666666666,0.434375,0.8908333333333334,0.9216666666666666,0.895
0.9010416666666666,0.434375,0.8910416666666666,0.9197916666666667,0.8975
