n01514859_3837,phase,80,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,3.50E-05,0.098833368,0.005356958,0.738504485,0.000441875,0.006129649,0.003009113,0.032900442,0.010696014,0.001106146,0.072690418,0.02481079,9.37E-05,0.001434762,0.000216059,0.003741225,3,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0
n01514859_3837,phase,95,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,0.000256999,0.12734474,0.024763367,0.440213094,0.005351352,0.010310245,0.004871806,0.101869432,0.022093028,0.003717897,0.072516288,0.173979835,0.000473333,0.004735203,0.000712598,0.006790782,3,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0
n01514859_3837,phase,110,3,,,,,,,,,,,,,,,,,,,,,,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.00182697,0.100324166,0.039449788,0.389987568,0.015202867,0.006222261,0.01177971,0.045120643,0.023045115,0.00870641,0.103578089,0.214836732,0.001235402,0.014874867,0.000374124,0.023435287,3,0,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0
n01514859_3837,phase,125,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,0.010719446,0.07148502,0.025293516,0.247598576,0.046652451,0.012513087,0.016029656,0.029605938,0.06366951,0.038831094,0.208825491,0.123151602,0.005624682,0.067098692,0.000653451,0.032247788,3,0,1,1,2,0,0,0,3,0,0,0,0,0,0,0,0
n01514859_8222,phase,80,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,0.000972081,0.014440065,0.00081388,0.577198459,0.00105936,0.001167231,0.00121207,0.039811632,0.001265791,0.00288126,0.338728996,0.016879104,0.000429626,0.000870829,0.00087065,0.001398967,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
n01514859_8222,phase,95,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,3,,,,,,,,,,,,,,0.002602253,0.089748951,0.004001251,0.078856287,0.007468473,0.003595294,0.002484489,0.346132498,0.010054354,0.006590558,0.306251035,0.135359605,0.001865288,0.002344428,0.001253105,0.001392132,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
n01514859_8222,phase,110,,,,,,,,,3,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,0.000469461,0.040817392,0.001315037,0.009390906,0.005688758,0.004018189,0.000655043,0.680240627,0.007717193,0.005393268,0.107574227,0.12846244,0.001495768,0.004234965,0.001551908,0.000974818,3,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0
n01514859_8222,phase,125,,,,,,,,,3,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,0.00063029,0.059351586,0.000845879,0.008756209,0.010375635,0.00359658,0.000924619,0.66451194,0.008399802,0.006768039,0.192486118,0.016743199,0.004086487,0.018257557,0.003131135,0.001134924,3,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0
n01530575_3903,phase,80,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12E-07,0.002591573,4.16E-06,0.988079737,4.25E-06,0.000122469,6.00E-06,0.00534918,0.000211892,2.41E-05,0.002583854,0.0008056,9.71E-06,5.16E-05,6.87E-05,8.70E-05,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
n01530575_3903,phase,95,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,5.49E-05,0.416058488,0.003211353,0.236927044,0.004440759,0.002558933,0.003907034,0.178514219,0.022118752,0.013318334,0.063104578,0.034422726,0.001895599,0.00712618,0.003011547,0.009329546,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
n01530575_3903,phase,110,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,0.000103915,0.120389531,0.003262269,0.385058072,0.008205458,0.010938769,0.004734222,0.146251104,0.009008976,0.011545454,0.079619804,0.186937184,0.001749467,0.027980289,0.000659602,0.003555884,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
n01530575_3903,phase,125,,,,,,,,,,,,,,,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0.000278405,0.069791911,0.001629793,0.146900273,0.004536616,0.07869301,0.003005934,0.103679406,0.012882748,0.019564071,0.329089094,0.156859466,0.004874059,0.06523186,0.000473078,0.002510276,3,1,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0
n01531178_2725,phase,80,,,,,,,,,,,,,,3,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,0.000262614,0.104654095,0.000121469,0.452186047,0.001773071,0.002057689,0.000164515,0.032998729,0.001391686,0.002496473,0.261426735,0.135851512,0.000451519,0.003331659,0.000463807,0.000368381,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0
n01531178_2725,phase,95,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,0.000145109,0.198524286,0.000103596,0.027024081,0.003084114,0.000780699,0.000147359,0.128898989,0.000940298,0.001548184,0.595101342,0.039255662,0.000362247,0.001758627,0.00145106,0.000874348,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
n01531178_2725,phase,110,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000159323,0.180107536,0.000268914,0.00588261,0.000894261,0.000908853,0.000154265,0.380617496,0.001349748,0.001076132,0.371445551,0.051685974,0.00054955,0.001509119,0.001690729,0.001699939,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
n01531178_2725,phase,125,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,0.000285218,0.066506592,0.000416562,0.002882718,0.000704438,0.001243486,0.000143111,0.217445081,0.001645988,0.001159392,0.632347613,0.068160804,0.000544703,0.001793723,0.002098064,0.002622506,3,0,0,0,5,0,0,0,0,1,0,1,0,0,0,0,0
n01537544_8859,phase,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,3,1.18E-05,1.12E-05,6.74E-06,0.998821475,2.95E-06,4.04E-05,4.58E-06,2.33E-05,0.000343292,2.40E-05,0.000506919,1.26E-05,2.79E-06,0.000174473,8.64E-06,4.91E-06,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
n01537544_8859,phase,95,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,1.85E-05,5.87E-05,1.40E-05,0.997885333,7.44E-06,0.000100929,6.49E-06,6.26E-05,0.000407404,3.46E-05,0.000976132,9.10E-05,2.75E-06,0.000325258,4.77E-06,4.08E-06,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
n01537544_8859,phase,110,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,0.000333917,0.108327591,0.002796957,0.022752891,0.009869002,0.0458696,0.00123757,0.049767337,0.104692388,0.027134884,0.101184637,0.131372438,0.001355687,0.390846461,0.001149742,0.001308896,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
n01537544_8859,phase,125,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,0.000512675,0.015633437,0.001158797,0.007709154,0.005806042,0.020222278,0.002998372,0.039878683,0.086107984,0.091250278,0.062959387,0.01327424,0.009759011,0.639788166,0.001288935,0.001652561,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
n01558993_12968,phase,80,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,8.59E-07,4.44E-06,2.96E-06,0.999565001,5.11E-07,1.81E-05,1.54E-06,1.02E-05,5.54E-05,7.59E-05,7.97E-05,1.05E-06,1.92E-06,0.000180228,1.60E-06,5.85E-07,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
n01558993_12968,phase,95,,,,,,,,,,,,,,,,3,,,,,,,,,,3,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,2.28E-06,1.03E-05,4.82E-06,0.997031844,3.71E-06,5.64E-05,6.04E-06,8.57E-05,0.000128964,0.0003199,0.001166362,7.13E-06,5.90E-06,0.001164007,3.69E-06,2.95E-06,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
n01558993_12968,phase,110,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,3,,,,,,3,,,,,,,,,,,,,,,,,,1.05E-05,0.00018519,2.70E-05,0.850502919,0.000124206,0.000871317,9.18E-05,0.002109293,0.000719829,0.002988044,0.090880896,0.000619408,8.54E-05,0.050658608,2.88E-05,9.68E-05,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
n01558993_12968,phase,125,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,3,9.78E-06,0.001286781,7.02E-05,0.167498652,0.000625378,0.003667722,0.000130569,0.006683165,0.001795777,0.007885748,0.245459913,0.017843789,0.000396622,0.546090754,0.000123989,0.00043119,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
n01558993_14305,phase,80,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,4.98E-07,1.68E-06,3.73E-07,0.999873659,1.29E-07,3.71E-06,3.77E-07,6.30E-06,6.67E-06,6.04E-07,0.000103233,5.32E-08,4.97E-07,1.26E-06,4.24E-07,5.32E-07,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
n01558993_14305,phase,95,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,3,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,3,3.42E-07,1.01E-05,1.25E-07,0.999920965,4.45E-08,1.99E-06,1.54E-07,8.31E-06,3.08E-06,2.63E-07,5.25E-05,5.56E-08,2.74E-07,1.41E-06,2.23E-07,2.21E-07,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
n01558993_14305,phase,110,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1.08E-05,0.000236647,7.92E-07,0.998417028,2.11E-06,1.34E-05,2.17E-06,0.000528687,2.61E-05,1.55E-05,0.000698612,1.10E-05,5.88E-06,2.83E-05,1.66E-06,1.24E-06,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
n01558993_14305,phase,125,,,,,,,,,,,3,,,,,,,,,,,,,,,3,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,0.005830777,0.011362818,0.001794518,0.324329686,0.009265248,0.023794309,0.000655506,0.109554486,0.031633054,0.038906017,0.292537349,0.012411988,0.008306727,0.127654988,0.000238047,0.001724478,3,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0
n01558993_4297,phase,80,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,5.02E-06,0.000839792,4.00E-05,0.987135899,7.81E-05,1.90E-05,8.74E-06,0.003247311,2.24E-05,0.000110098,0.008434668,1.50E-05,4.74E-06,2.34E-05,3.52E-06,1.23E-05,3,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0
n01558993_4297,phase,95,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,0.000247912,0.245075143,0.032690328,0.551964726,0.009408632,0.001072178,0.001443714,0.043861938,0.002637066,0.00165057,0.07790266,0.025785826,0.000346959,0.000567031,0.000155841,0.005189475,3,0,2,0,3,0,0,0,1,0,0,0,0,0,1,0,0
n01558993_4297,phase,110,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,0.000732362,0.104444394,0.039575642,0.600271025,0.011471012,0.001957397,0.003167044,0.037783424,0.008497309,0.005574218,0.100256655,0.067581247,0.001418747,0.002167382,0.000188809,0.014913334,3,0,1,0,2,0,0,0,1,0,0,1,2,0,0,0,0
n01558993_4297,phase,125,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,0.009916808,0.07205642,0.037223606,0.119296516,0.053004264,0.022628582,0.014655624,0.080640583,0.069622275,0.135763321,0.175746273,0.084084681,0.015226944,0.064181511,0.000580366,0.045372223,3,0,0,2,3,0,0,1,0,1,0,0,0,0,0,0,0
n01558993_6287,phase,80,,,,,,,3,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3.29E-06,7.66E-06,2.51E-07,0.999918103,7.58E-07,1.62E-06,2.09E-06,9.98E-06,3.80E-06,4.41E-07,4.84E-05,5.55E-07,9.47E-07,1.20E-06,8.38E-08,7.91E-07,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
n01558993_6287,phase,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,7.18E-07,5.90E-06,5.33E-07,0.999867594,1.02E-06,2.35E-06,1.60E-06,1.31E-05,3.52E-06,2.77E-07,9.94E-05,1.28E-06,7.26E-07,1.00E-06,2.56E-08,9.31E-07,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
n01558993_6287,phase,110,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,3.83E-06,0.001156694,6.32E-05,0.990233392,1.71E-05,2.27E-05,6.04E-05,0.00069055,5.80E-05,6.10E-06,0.006995142,0.000364684,1.21E-05,1.02E-05,5.87E-07,0.000305436,3,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0
