0,3,0,0,3,2,RTmayasolovelyAsawomanyoushouldntcomplainaboutcleaningupyourhouseampasamanyoushouldalwaystakethetrashout,0.09435432,0.6901964,0.21544924
1,3,0,3,0,1,RTmleew17boydatscoldtygadwnbadforcuffindathoeinthe1stplace,0.08224221,0.71620727,0.20155048
2,3,0,3,0,1,RTUrKindOfBrandDawgRT80sbaby4lifeYoueverfuckabitchandshestarttocryYoubeconfusedasshit,0.06893805,0.7468069,0.18425503
3,3,0,2,1,1,RTC_G_Andersonviva_basedshelooklikeatranny,0.06670294,0.7523233,0.18097374
4,6,0,6,0,1,RTShenikaRobertsTheshityouhearaboutmemightbetrueoritmightbefakerthanthebitchwhotoldittoya57361,0.07519977,0.73218155,0.19261868
5,3,1,2,0,1,T_Madison_xTheshitjustblowsmeclaimyousofaithfulanddownforsomebodybutstillfuckingwithhoes128514128514128514,0.06845772,0.74895626,0.18258601
6,3,0,3,0,1,__BrighterDaysIcannotjustsitupandHATEonanotherbitchIgottoomuchshitgoingon,0.07482054,0.7339568,0.19122265
7,3,0,3,0,1,8220selfiequeenbricauseImtiredofyoubigbitchescomingforusskinnygirls8221,0.06966663,0.74329823,0.18703516
8,3,0,3,0,1,ampyoumightnotgetyabitchbackampthatsthat,0.06052884,0.76694435,0.17252687
9,3,1,2,0,1,rhythmixx_hobbiesincludefightingMariambitch,0.058358658,0.7720137,0.1696276
10,3,0,3,0,1,KeeksisabitchshecurveseveryonelolIwalkedintoaconversationlikethisSmh,0.07063278,0.74278194,0.18658528
11,3,0,3,0,1,MurdaGangbitchitsGangLand,0.062248148,0.7617428,0.176009
12,3,0,2,1,1,SohoesthatsmokearelosersyeagoonIG,0.07103957,0.7424786,0.18648185
13,3,0,3,0,1,badbitchesistheonlythingthatilike,0.0630112,0.76057905,0.17640974
14,3,1,2,0,1,bitchgetupoffme,0.052546844,0.78722167,0.16023152
15,3,0,3,0,1,bitchniggamissmewithit,0.058745753,0.76968867,0.17156565
16,3,0,3,0,1,bitchplzwhatever,0.056991614,0.7746922,0.16831617
17,3,1,2,0,1,bitchwhodoyoulove,0.05422027,0.7823621,0.16341764
18,3,0,3,0,1,bitchesgetcutoffeverydayB,0.060735285,0.76518226,0.1740825
19,3,0,3,0,1,blackbottleampabadbitch,0.05165324,0.7892659,0.15908091
