0,1,2
0,1,2
0,1,2
0,1,2,5
0,1,2
0,1,2,3,5
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2,3,5
0,1,2
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2,3,5
0,1,2
0,1,2
0,1,2
0,1,2,3,5
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2,3,5
0,1,2,3,5
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2,5
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2,5
0,1,2
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2
0,1,2
0,1,2
0,1,2,5
0,1,2
0,1,2
0,1,2,3,5
0,1,2,3
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2,5
0,1,2,3,5
0,1,2
0,1,2
0,1,2,3,5
0,1,2,3,5
0,1,2
0,1,2
0,1,2
0,1,2,3,5
0,1,2
0,1,2
0,1,2,5
0,1,2,3,5
0,1,2
0,1,2
0,1,2
0,1,2,3,5
0,1,2
0,1,2
0,1,2
0,1,2,3,5
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2,3,5
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2,5
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2,5
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2,3,5
0,1,2
0,1,2
0,1,2
0,1,2,3,5
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2,5
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2,5
0,1,2,5
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2,5
0,1,2
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2
0,1,2
0,1,2
0,1,2,3,5
0,1,2,3,5
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2,3,5
0,1,2,3
0,1,2
0,1,2,5
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2,3,5
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2,5
0,1,2,5
0,1,2
0,1,2
0,1,2,5
0,1,2,5
0,1,2
0,1,2
0,1,2,5
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2,3
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2
0,1,2,5
0,1,2
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,5
0,1,2,3,5
0,1,2,3,5
0,1,2
0,1,2
0,1,2,3,5
0,1,2,5
0,1,2,5
0,1,2,3
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3
0,1,2,3,5
0,1,2,3
0,1,2
0,1,2
0,1,2,3,5
0,1,2,3,5
0,1,2
0,1,2,3
0,1,2,3,5
0,1,2,3,5
0,1,2,3
0,1,2,3,5
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2,3,5
0,1,2,3,5
0,1,2
0,1,2
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2
0,1,2,3,5
0,1,2,3,5
0,1,2
0,1,2
0,1,2,3,5
0,1,2,5
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2,5
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2,3,5
0,1,2
0,1,2
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2,3,5
0,1,2
0,1,2,3
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2
0,1,2
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5,9
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2
0,1,2,3,5
0,1,2,3,5
0,1,2
0,1,2
0,1,2,3,5
0,1,2,3,5
0,1,2
0,1,2
0,1,2,3,5
0,1,2,3,5
0,1,2,5
0,1,2,3,5
0,1,2,5
0,1,2,5
0,1,2
0,1,2
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2
0,1,2,3,5
0,1,2
0,1,2
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,5
0,1,2
0,1,2
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2,5
0,1,2
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2
0,1,2
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,5
0,1,2,5
0,1,2,3,5
0,1,2,3,5
0,1,2
0,1,2
0,1,2,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2,3,5
0,1,2,3
0,1,2
0,1,2,3,5
0,1,2,3,5
0,1,2,5
0,1,2
0,1,2,3,5
0,1,2
0,1,2
0,1,2
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2
0,1,2
0,1,2
0,1,2,3,5
0,1,2,3,5
0,1,2
0,1,2
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2
0,1,2,3,5
0,1,2,3
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3
0,1,2,3,5
0,1,2,3,5
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2,3
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2
0,1,2
0,1,2
0,1,2,3
0,1,2
0,1,2
0,1,2
0,1,2,3
0,1,2
0,1,2
0,1,2
0,1,2,11
0,1,2
0,1,2
0,1,2
0,1,2,3
0,1,2
0,1,2
0,1,2
0,1,2,5
0,1,2
0,1,2
0,1,2,5
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2,3
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2,3,5
0,1,2
0,1,2
0,1,2,5
0,1,2,3
0,1,2
0,1,2
0,1,2,3,5
0,1,2,3,5
0,1,2
0,1,2,3,5
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2,3
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2,3
0,1,2
0,1,2
0,1,2
0,1,2,3,5
0,1,2
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2
0,1,2
0,1,2
0,1,2,3,5
0,1,2
0,1,2
0,1,2
0,1,2,3,5
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2,3,5
0,1,2,3,5
0,1,2
0,1,2
0,1,2,3,5
0,1,2,3,5
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2,5
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2,3,5
0,1,2
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2,3,5
0,1,2
0,1,2
0,1,2,3,5
0,1,2,3,5
0,1,2
0,1,2
0,1,2,3,5
0,1,2,3,5
0,1,2
0,1,2
0,1,2
0,1,2,3
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2,3,5
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,5
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2,3,5
0,1,2
0,1,2
0,1,2,3,5
0,1,2,3,5
0,1,2
0,1,2,5
0,1,2,3
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2,3
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2,5
0,1,2
0,1,2
0,1,2
0,1,2,5
0,1,2
0,1,2
0,1,2
0,1,2,3
0,1,2
0,1,2
0,1,2,3,5
0,1,2,3,5
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2,3,5
0,1,2
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2,3,5
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2,3,5
0,1,2,3,5
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2,5
0,1,2,5
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2,3
0,1,2
0,1,2
0,1,2
0,1,2,3
0,1,2,3,5
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2,3,5
0,1,2,3,5
0,1,2
0,1,2
0,1,2,3
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2,5
0,1,2,5
0,1,2
0,1,2
0,1,2
0,1,2,3
0,1,2,3,5
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2,5
0,1,2,3,5
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2,3
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2,3
0,1,2,3,5
0,1,2,3,5
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2,3,5
0,1,2,3,5
0,1,2,5
0,1,2
0,1,2
0,1,2
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2,3,5
0,1,2
0,1,2
0,1,2
0,1,2,3,5
0,1,2
0,1,2
0,1,2
0,1,2
0,1,2,5
0,1,2,5
